Date,FlightNumber,FromCity,From,FromICAO,FromIATA,ToIATA,ToICAO,ToCity,To,Departure,Arrival,ActualDeparture,ActualArrival,Duration,Airline,AirlineICAO,AirlineIATA,AirlineColor,Aircraft,Registration,Seat,Seat type,Class,Reason,IsInternational,TicketPrice,DepartureTraffic,ArrivalTraffic,GoArounds,PathFile,Hour,DayOfWeek,LinearDistance,FirstOnRadar,ActualDistance,FlightTime,LastOnRadar,DepTemp,DepFeels,DepFeelsMin,DepHumidity,DepWind,DepWindMax,DepVis,DepVisMin,DepCeil,DepCeilMin,DepRain,DepRainMax,DepPressure,DepWXRain,DepWXStorm,DepWXSnow,DepWXFog,DepWXViscinity,ArrTemp,ArrFeels,ArrFeelsMin,ArrHumidity,ArrWind,ArrWindMax,ArrVis,ArrVisMin,ArrCeil,ArrCeilMin,ArrRain,ArrRainMax,ArrPressure,ArrWXRain,ArrWXStorm,ArrWXSnow,ArrWXFog,ArrWXViscinity,DepartureDelay,ArrivalDelay
2024-08-24,SM3707,Sharm El-Sheikh, Sharm El-Sheikh,HESH,SSH,ESB,LTAC,Ankara, Esenboğa,1724500800,1724508900,1724504366.0,1724511864.0,8100,Air Cairo,MSC,MC,#8000a4,Embraer ERJ-190 (E190),SU-BVH,13F,1,1,1,1,5800.0,0.0,1.0,0.0,24-08-24-SM3707,15,5,1353.2446364932603,1724504304.0,1576.9992125222286,7498.0,1724511864.0,37.0,40.12,40.12,37.17,9.0,10.0,6.21,6.21,100000.0,100000.0,0.0,0.0,29.68,0.0,0.0,0.0,0.0,0.0,24.0,24.0,24.0,45.97666666666667,13.333333333333334,18.0,6.21,6.21,100000.0,100000.0,0.0,0.0,29.97,0.0,0.0,0.0,0.0,0.0,3566.0,2964.0
2024-09-17,PC2083,Mersin, Çukurova,LTDB,COV,SAW,LTFJ,İstanbul, Sabiha Gökçen,1726557000,1726566300,1726561889.0,1726566363.0,9300,Pegasus,PGT,PC,#ff8c00,Airbus A321-200 (A321),TC-RBO,8A,1,1,1,0,3200.0,0.0,4.0,0.0,24-09-17-PC2083,10,1,668.7800460934161,1726561053.0,766.5073665157689,4474.0,1726566363.0,29.4,30.183999999999997,29.46,49.681999999999995,11.0,12.0,6.21,6.21,100000.0,100000.0,0.0,0.0,29.845999999999997,0.0,0.0,0.0,0.0,0.0,25.333333333333332,25.333333333333332,25.0,52.76333333333333,10.666666666666666,12.0,6.21,6.21,100000.0,100000.0,0.0,0.0,29.97,0.0,0.0,0.0,0.0,0.0,4889.0,63.0
2024-10-25,VF3242,İstanbul, Sabiha Gökçen,LTFJ,SAW,HTY,LTDA,Hatay, Antakya,1729869300,1729875600,1729871150.0,1729875188.0,6300,AJet,TKJ,VF,#00ABC9,Airbus A321 (A321),9H-SLG,37C,3,1,1,0,2900.0,2.0,3.0,0.0,24-10-25-VF3242,18,4,804.3540033218095,1729870312.0,767.081782752319,4038.0,1729875188.0,14.666666666666666,14.666666666666666,14.0,73.61333333333333,14.333333333333334,15.0,6.21,6.21,100000.0,100000.0,0.0,0.0,30.3,0.0,0.0,0.0,0.0,0.0,18.0,18.0,17.0,27.615000000000002,4.0,5.0,6.21,6.21,100000.0,100000.0,0.0,0.0,30.06,0.0,0.0,0.0,0.0,0.0,1850.0,-412.0
2024-10-29,VF3243,Hatay, Antakya,LTDA,HTY,SAW,LTFJ,İstanbul, Sabiha Gökçen,1730218800,1730225400,1730221395.0,1730225686.0,6600,AJet,TKJ,VF,#00ABC9,Boeing 737 MAX 8 (B38M),9H-TAU,10F,1,4,1,0,2900.0,0.0,10.0,0.0,24-10-29-VF3243,19,1,741.1791894658833,1730221395.0,829.9981957758744,4291.0,1730226328.0,18.0,18.0,18.0,23.83,3.5,4.0,6.21,6.21,100000.0,100000.0,0.0,0.0,29.91,0.0,0.0,0.0,0.0,0.0,15.0,15.0,15.0,87.83,7.333333333333333,8.0,6.21,6.21,35000.0,2500.0,0.0,0.0,30.209999999999997,0.0,0.0,0.0,0.0,0.0,2595.0,286.0
2024-11-22,TK2858,İstanbul, Istanbul Airport,LTFM,IST,MZH,LTAP,Amasya, Merzifon,1732286700,1732292100,1732287639.0,1732290952.0,5400,Turkish Airlines,THY,TK,#ff0000,Boeing 737-800 (B738),TC-JHZ,9F,1,4,1,0,2200.0,0.0,0.0,1.0,24-11-22-TK2858,17,4,571.2528633945429,1732285401.0,676.8526195398525,3313.0,1732290952.0,17.0,17.0,17.0,63.38,19.333333333333332,20.0,6.21,6.21,100000.0,100000.0,0.0,0.0,29.77,0.0,0.0,0.0,0.0,0.0,15.0,15.0,15.0,67.33,10.0,10.0,6.21,6.21,8000.0,8000.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,939.0,-1148.0
2024-11-25,PC2781,Amasya, Merzifon,LTAP,MZH,SAW,LTFJ,İstanbul, Sabiha Gökçen,1732537800,1732542900,1732537622.0,1732540850.0,5100,Pegasus,PGT,PC,#ff8c00,Airbus A320neo (A20N),TC-NBN,10A,1,1,1,0,3600.0,0.0,7.0,0.0,24-11-25-PC2781,15,0,534.0478983102707,1732537622.0,634.5406614556364,3228.0,1732541409.0,4.0,1.22,1.22,55.95,6.0,6.0,6.21,6.21,7000.0,7000.0,0.0,0.0,30.09,0.0,0.0,0.0,0.0,0.0,8.25,5.1875,4.81,58.41,10.75,12.0,6.21,6.21,3000.0,3000.0,0.0,0.0,30.345,0.0,0.0,0.0,0.0,0.0,-178.0,-2050.0
2024-12-06,TO3289,İstanbul, Istanbul Airport,LTFM,IST,ORY,LFPO,Paris, Orly,1733500500,1733511300,1733500554.0,1733512716.0,10800,Transavia,TVF,TO,#00a706,Boeing 737-800 (B738),F-HUYH,10F,1,1,1,1,4479.42,1.0,7.0,0.0,24-12-06-TO3289,18,4,2226.4038062733257,1733499800.0,2343.491746266606,12162.0,1733512716.0,11.0,11.0,11.0,84.60499999999999,4.5,5.0,6.21,6.21,100000.0,100000.0,0.0,0.0,30.12,0.0,0.0,0.0,0.0,0.0,8.0,5.8500000000000005,5.47,81.34,6.666666666666667,8.0,6.21,6.21,100000.0,100000.0,0.0,0.0,30.13,0.0,0.0,0.0,0.0,0.0,54.0,1416.0
2024-12-08,TO3288,Paris, Orly,LFPO,ORY,IST,LTFM,İstanbul, Istanbul Airport,1733663400,1733680200,1733664091.0,1733675649.0,16800,Transavia,TVF,TO,#00a706,Boeing 737-800 (B738),F-GZHX,10F,1,1,1,1,4479.42,0.0,9.0,0.0,24-12-08-TO3288,14,6,2227.91089739792,1733663359.0,2318.906505253971,11558.0,1733675649.0,8.0,3.996666666666666,3.86,87.19,16.0,17.0,4.556666666666667,4.35,1800.0,1600.0,0.0,0.0,29.74,1.5,0.0,0.0,0.0,0.0,12.0,12.0,12.0,81.87,5.333333333333333,6.0,6.21,6.21,100000.0,100000.0,0.0,0.0,29.91,0.0,0.0,0.0,0.0,0.0,691.0,-4551.0
2024-12-20,VF3242,İstanbul, Sabiha Gökçen,LTFJ,SAW,HTY,LTDA,Hatay, Antakya,1734705900,1734711900,1734708935.0,1734712973.0,6000,AJet,TKJ,VF,#00ABC9,Boeing 737 MAX 8 (B38M),9H-CHI,8F,1,1,1,0,2600.0,5.0,1.0,0.0,24-12-20-VF3242,17,4,786.9278635516954,1734707104.0,859.2874710372598,4038.0,1734712973.0,12.75,12.75,12.0,54.335,3.25,5.0,6.21,6.21,100000.0,100000.0,0.0,0.0,29.85,0.0,0.0,0.0,0.0,0.0,9.0,8.4,6.8,59.400000000000006,4.0,4.0,6.21,6.21,100000.0,100000.0,0.0,0.0,30.045,0.0,0.0,0.0,0.0,0.0,3035.0,1073.0
2024-12-29,VF3243,Hatay, Antakya,LTDA,HTY,SAW,LTFJ,İstanbul, Sabiha Gökçen,1735496100,1735502700,1735496622.0,1735501142.0,6600,AJet,TKJ,VF,#00ABC9,Boeing 737 MAX 8 (B38M),9H-TAU,8F,1,1,1,0,2600.0,0.0,4.0,0.0,24-12-29-VF3243,21,6,783.545744265636,1735496622.0,887.4845473257865,4520.0,1735501739.0,10.0,10.0,10.0,87.37,11.0,11.0,3.11,3.11,8000.0,8000.0,0.0,0.0,30.12,3.0,0.0,0.0,2.0,0.0,7.0,3.296666666666667,3.17,87.08999999999999,12.333333333333334,13.0,6.21,6.21,2100.0,2100.0,0.0,0.0,30.27,0.0,0.0,0.0,0.0,0.0,522.0,-1558.0
2025-01-13,TK1751,İstanbul, Istanbul Airport,LTFM,IST,OSL,ENGM,Oslo, Gardermoen,1736747700,1736758800,1736748971.0,1736761765.0,11100,Turkish Airlines,THY,TK,#ff0000,Airbus A321neo (A21N),TC-LPK,9A,1,1,1,1,7277.89,5.0,3.0,0.0,25-01-13-TK1751,8,0,2427.1318316889383,1736748244.0,2527.251044269319,12794.0,1736761765.0,4.0,-1.7266666666666666,-1.97,93.19,19.333333333333332,21.0,4.556666666666667,4.35,700.0,700.0,0.0,0.0,30.290000000000003,0.5,0.0,0.0,1.0,0.0,-9.0,-11.983333333333334,-13.23,92.44,4.0,6.0,6.21,6.21,666.6666666666666,600.0,0.0,0.0,30.209999999999997,0.0,0.0,0.0,0.0,0.0,1271.0,2965.0
2025-01-16,SK4416,Oslo, Gardermoen,ENGM,OSL,TOS,ENTC,Tromsø, Tromso,1737016500,1737023700,1737023656.0,1737029907.0,7200,Scandinavian Airlines,SAS,SK,#0000FF,Airbus A320neo (A20N),SE-ROE,30A,1,1,1,0,4069.0,1.0,1.0,0.0,25-01-16-SK4416,9,3,1117.8702633792582,1737022914.0,1223.6580612893551,6251.0,1737029907.0,0.14285714285714285,-0.4614285714285714,-2.54,97.99285714285715,2.0,4.0,1.3728571428571428,0.25,85771.42857142857,400.0,0.0,0.0,30.132857142857144,0.0,0.0,0.0,3.0,0.0,5.666666666666667,1.7633333333333334,1.5,83.00999999999999,11.666666666666666,14.0,6.21,6.21,2400.0,2200.0,0.0,0.0,29.340000000000003,1.5,0.0,0.0,0.0,0.0,7156.0,6207.0
2025-01-20,SK1491,Tromsø, Tromso,ENTC,TOS,ARN,ESSA,Stockholm, Arlanda,1737366300,1737373800,1737367260.0,1737373549.0,7500,Scandinavian Airlines,SAS,SK,#0000FF,Airbus A320neo (A20N),SE-ROA,21A,1,1,1,1,2521.06,1.0,1.0,0.0,25-01-20-SK1491,10,0,1120.6653817813599,1737366101.0,1189.672837995593,6289.0,1737373549.0,-9.333333333333334,-12.82,-13.27,85.36000000000001,3.3333333333333335,4.0,6.21,6.21,100000.0,100000.0,0.0,0.0,30.41,0.0,0.0,0.0,0.0,0.0,-0.6666666666666666,-3.8800000000000003,-4.8,100.0,5.0,6.0,0.22,0.19,100000.0,100000.0,0.0,0.0,30.209999999999997,0.0,0.0,0.0,3.0,0.0,960.0,-251.0
2025-01-23,D82603,Stockholm, Arlanda,ESSA,ARN,HEL,EFHK,Helsinki, Vantaa,1737617100,1737620400,1737617841.0,1737620264.0,3300,Norwegian Air,IBK,D8,#ff7171,Boeing 737 MAX 8 (B38M),SE-RTF,10A,1,1,1,1,2005.27,5.0,0.0,0.0,25-01-23-D82603,8,3,400.4113213571474,1737616655.0,428.81032124337236,2423.0,1737620264.0,1.0,-1.5533333333333335,-2.54,97.69333333333333,4.333333333333333,5.0,2.1733333333333333,1.55,66766.66666666667,300.0,0.0,0.0,29.679999999999996,1.0,0.0,0.0,1.0,0.0,2.0,-1.6600000000000001,-2.23,100.0,7.333333333333333,9.0,2.49,2.49,333.3333333333333,300.0,0.0,0.0,29.77,1.0,0.0,0.0,1.0,0.0,741.0,-136.0
2025-01-26,TK1762,Helsinki, Vantaa,EFHK,HEL,IST,LTFM,İstanbul, Istanbul Airport,1737887100,1737904500,1737887259.0,1737900585.0,17400,Turkish Airlines,THY,TK,#ff0000,Boeing 737-800 (B738),TC-JVI,25D,3,1,1,1,7277.88,0.0,8.0,0.0,25-01-26-TK1762,12,6,2136.145875002137,1737885953.0,2474.1139640784427,13326.0,1737900585.0,4.0,-0.12,-0.24,86.79,10.5,11.0,6.21,6.21,1950.0,1900.0,0.0,0.0,29.634999999999998,0.0,0.0,0.0,0.0,0.0,9.0,6.716666666666668,6.48,83.40666666666667,8.0,9.0,6.21,6.21,1166.6666666666667,1100.0,0.0,0.0,30.24,0.0,0.0,0.0,0.0,0.0,159.0,-3915.0
2025-01-26,TK2466,İstanbul, Istanbul Airport,LTFM,IST,COV,LTDB,Mersin, Çukurova,1737906900,1737912600,1737907866.0,1737912498.0,5700,Turkish Airlines,THY,TK,#ff0000,Airbus A321 (A321),TC-LTK,10F,1,1,1,0,2302.0,3.0,1.0,0.0,25-01-26-TK2466,18,6,730.1800847809513,1737905356.0,840.2883210772836,4632.0,1737912498.0,8.0,7.0633333333333335,6.39,91.33,3.6666666666666665,5.0,6.21,6.21,72666.66666666667,18000.0,0.0,0.0,30.24,0.0,0.0,0.0,0.0,0.0,10.5,10.5,10.0,59.765,3.5,4.0,6.21,6.21,100000.0,100000.0,0.0,0.0,30.18,0.0,0.0,0.0,0.0,0.0,966.0,-102.0
2025-02-04,VF3243,Hatay, Antakya,LTDA,HTY,SAW,LTFJ,İstanbul, Sabiha Gökçen,1738686000,1738692600,1738687742.0,1738689208.0,6600,AJet,TKJ,VF,#00ABC9,Boeing 737-800 (B738),TC-JFP,22F,1,1,1,0,4200.0,0.0,6.0,0.0,25-02-04-VF3243,19,1,257.3401147580563,1738687742.0,257.0016249587448,1466.0,1738693307.0,12.0,12.0,12.0,52.215,3.5,4.0,6.21,6.21,100000.0,100000.0,0.0,0.0,29.97,0.0,0.0,0.0,0.0,0.0,4.8,0.258,-0.67,68.144,13.6,17.0,6.21,6.21,5240.0,2600.0,0.0,0.0,30.312,0.5,0.0,1.0,0.0,0.0,1742.0,-3392.0
2025-03-28,TK2858,İstanbul, Istanbul Airport,LTFM,IST,MZH,LTAP,Amasya, Merzifon,1743173100,1743178500,1743173770.0,1743176626.0,5400,Turkish Airlines,THY,TK,#ff0000,Boeing 737-800 (B738),TC-JVR,7F,1,1,1,0,1800.0,3.0,0.0,0.0,25-03-28-TK2858,17,4,515.5080275437992,1743172952.0,585.7280190079227,2856.0,1743176626.0,10.5,10.5,10.0,90.485,11.5,13.0,5.59,4.97,2500.0,2500.0,0.0,0.0,29.665,1.5,1.0,0.0,0.0,0.0,22.5,22.5,21.0,39.535,3.5,4.0,6.21,6.21,20000.0,20000.0,0.0,0.0,29.695,0.0,0.0,0.0,0.0,0.0,670.0,-1874.0
2025-04-06,TK2859,Amasya, Merzifon,LTAP,MZH,IST,LTFM,İstanbul, Istanbul Airport,1743956700,1743962400,1743959596.0,1743963576.0,5700,Turkish Airlines,THY,TK,#ff0000,Airbus A321 (A321),TC-JSJ,3A,1,1,1,0,1800.0,0.0,15.0,0.0,25-04-06-TK2859,19,6,578.5667923851939,1743959596.0,660.0826621860147,3980.0,1743964809.0,12.0,12.0,11.0,67.8925,11.5,18.0,6.21,6.21,5500.0,4000.0,0.0,0.0,29.755,0.5,0.0,0.0,0.0,0.0,6.5,1.9374999999999998,1.39,87.14500000000001,16.75,19.0,4.35,3.73,1600.0,1100.0,0.0,0.0,29.895,0.5,0.0,0.0,0.0,0.0,2896.0,1176.0
2025-04-25,TK2254,İstanbul, Istanbul Airport,LTFM,IST,HTY,LTDA,Hatay, Antakya,1745574900,1745581500,1745578769.0,1745583499.0,6600,Turkish Airlines,THY,TK,#ff0000,Airbus A321 (A321),TC-JRT,02A,1,2,1,0,3400.0,1.0,0.0,1.0,25-04-25-TK2254,12,4,844.7334956023994,1745578038.0,996.476338490122,4730.0,1745583499.0,13.5,13.5,12.0,75.5925,6.75,8.0,6.21,6.21,1100.0,1000.0,0.0,0.0,29.845000000000002,0.0,0.0,0.0,0.0,0.0,23.0,23.0,23.0,49.9,20.0,20.0,6.21,6.21,100000.0,100000.0,0.0,0.0,29.83,0.0,0.0,0.0,0.0,0.0,3869.0,1999.0
2025-04-27,TK2255,Hatay, Antakya,LTDA,HTY,IST,LTFM,İstanbul, Istanbul Airport,1745757000,1745764200,1745759281.0,1745764340.0,7200,Turkish Airlines,THY,TK,#ff0000,Airbus A321 (A321),TC-JRS,10A,1,4,1,0,1900.0,0.0,15.0,0.0,25-04-27-TK2255,15,6,852.3390432522677,1745759281.0,947.4331979780208,5059.0,1745765216.0,24.5,24.5,24.0,48.71,21.0,22.0,6.21,6.21,100000.0,100000.0,0.0,0.0,29.85,0.0,0.0,0.0,0.0,0.0,13.333333333333334,13.333333333333334,13.0,58.35333333333333,26.333333333333332,27.0,6.21,6.21,100000.0,100000.0,0.0,0.0,30.24,0.0,0.0,0.0,0.0,0.0,2281.0,140.0
2025-05-16,VF3242,İstanbul, Sabiha Gökçen,LTFJ,SAW,HTY,LTDA,Hatay, Antakya,1747380900,1747387200,1747382951.0,1747387391.0,6300,AJet,TKJ,VF,#00ABC9,Airbus A321neo (A21N),TC-LUE,19F,1,1,1,0,3400.0,4.0,0.0,0.0,25-05-16-VF3242,10,4,789.2694879520817,1747380049.0,965.1072194206627,4440.0,1747387391.0,19.5,19.5,18.0,35.375,2.25,3.0,6.21,6.21,9500.0,8000.0,0.0,0.0,29.85,0.0,0.0,0.0,0.0,0.0,27.0,26.83,26.83,39.36,2.0,2.0,6.21,6.21,100000.0,100000.0,0.0,0.0,30.03,0.0,0.0,0.0,0.0,0.0,2051.0,191.0
2025-05-19,VF3243,Hatay, Antakya,LTDA,HTY,SAW,LTFJ,İstanbul, Sabiha Gökçen,1747649100,1747655400,1747651399.0,1747652774.0,6300,AJet,TKJ,VF,#00ABC9,Boeing 737 MAX 8 (B38M),TC-LAG,27F,1,1,1,0,3400.0,0.0,2.0,0.0,25-05-19-VF3243,13,0,270.93975251256734,1747651399.0,271.2904007568932,1375.0,1747656389.0,28.0,27.735,27.64,40.985,24.5,25.0,6.21,6.21,100000.0,100000.0,0.0,0.0,29.91,0.0,0.0,0.0,0.0,0.0,21.8,21.8,21.0,40.00599999999999,10.0,11.0,6.21,6.21,100000.0,100000.0,0.0,0.0,30.065999999999995,0.0,0.0,0.0,0.0,0.0,2299.0,-2626.0
2025-06-02,TK2854,İstanbul, Istanbul Airport,LTFM,IST,MZH,LTAP,Amasya, Merzifon,1748833800,1748838900,1748835604.0,1748838310.0,5100,Turkish Airlines,THY,TK,#ff0000,Boeing 737-800 (B738),TC-JHZ,9F,1,4,1,0,4447.53,4.0,0.0,0.0,25-06-02-TK2854,6,0,496.43324462314587,1748832131.0,538.3564990125697,2706.0,1748838310.0,17.0,17.0,17.0,67.76,5.333333333333333,6.0,6.21,6.21,100000.0,100000.0,0.0,0.0,30.09,0.0,0.0,0.0,0.0,0.0,15.0,15.0,15.0,76.99,5.0,5.0,6.21,6.21,100000.0,100000.0,0.0,0.0,30.03,0.0,0.0,0.0,0.0,0.0,1804.0,-590.0
2025-07-02,TK2455,Mersin, Çukurova,LTDB,COV,IST,LTFM,İstanbul, Istanbul Airport,1751434500,1751438940,1751435094.0,1751440925.0,4440,Turkish Airlines,THY,TK,#ff0000,Boeing 737-900 (B739),TC-JYG,19F,1,1,1,0,2989.92,0.0,14.0,0.0,25-07-02-TK2455,8,2,730.7914239027716,1751433449.0,872.342087359089,5831.0,1751440925.0,27.333333333333332,29.516666666666666,29.21,71.38666666666667,2.3333333333333335,3.0,6.21,6.21,100000.0,100000.0,0.0,0.0,29.709999999999997,0.0,0.0,0.0,0.0,0.0,24.0,24.0,24.0,54.79,14.333333333333334,15.0,6.21,6.21,100000.0,100000.0,0.0,0.0,30.06,0.0,0.0,0.0,0.0,0.0,594.0,1985.0
2025-07-09,TK1080,Belgrade, Nikola Tesla,LYBE,BEG,IST,LTFM,İstanbul, Istanbul Airport,1752069600,1752076200,1752073620.0,1752079358.0,6600,Turkish Airlines,THY,TK,#ff0000,Airbus A321 (A321),TC-JTO,24D,3,1,1,1,4500.0,0.0,12.0,0.0,25-07-09-TK1080,16,2,792.3200060934927,1752069450.0,844.624548244203,5738.0,1752079358.0,15.0,15.0,15.0,92.26499999999999,16.75,18.0,5.125,3.11,1775.0,700.0,0.0,0.0,29.91,1.5,0.0,0.0,1.0,0.0,35.666666666666664,34.87,33.3,26.46666666666667,10.666666666666666,13.0,6.21,6.21,100000.0,100000.0,0.0,0.0,29.59,0.0,0.0,0.0,0.0,0.0,4020.0,3158.0
2025-07-09,TK2476,İstanbul, Istanbul Airport,LTFM,IST,COV,LTDB,Mersin, Çukurova,1752094500,1752100500,1752096135.0,1752101140.0,6000,Turkish Airlines,THY,TK,#ff0000,Airbus A321-200 (A321),TC-JMH,15F,1,1,1,0,2639.92,1.0,3.0,1.0,25-07-09-TK2476,23,2,730.0638981800859,1752095487.0,898.9017698740969,5005.0,1752101140.0,26.666666666666668,26.53333333333333,25.0,56.830000000000005,16.666666666666668,21.0,6.21,6.21,100000.0,100000.0,0.0,0.0,29.709999999999997,0.0,0.0,0.0,0.0,0.0,26.0,26.0,26.0,88.78000000000002,2.3333333333333335,3.0,6.21,6.21,100000.0,100000.0,0.0,0.0,29.669999999999998,0.0,0.0,0.0,0.0,0.0,1635.0,640.0
2025-09-27,TK2255,Hatay, Antakya,LTDA,HTY,IST,LTFM,İstanbul, Istanbul Airport,1758976200,1758983400,1758979426.0,1758984893.0,7200,Turkish Airlines,THY,TK,#ff0000,Boeing 737 MAX 8 (B38M),TC-LCH,07F,1,4,1,0,3315.6,0.0,14.0,0.0,25-09-27-TK2255,15,5,858.2767254639826,1758979426.0,977.6240727476545,5467.0,1758985437.0,31.0,32.425,31.34,49.025000000000006,18.5,19.0,6.21,6.21,100000.0,100000.0,0.0,0.0,29.83,0.0,0.0,0.0,0.0,0.0,18.75,18.75,18.0,55.845,22.25,23.0,6.21,6.21,3500.0,3500.0,0.0,0.0,30.15,0.0,0.0,0.0,0.0,0.0,3226.0,1493.0
2025-10-24,VF3244,İstanbul, Sabiha Gökçen,LTFJ,SAW,HTY,LTDA,Hatay, Antakya,1761320400,1761326100,1761323580.0,1761327970.0,5700,AJet,TKJ,VF,#00ABC9,Airbus A321neo (A21N),TC-LTV,2F,1,4,1,0,3546.39,7.0,0.0,1.0,25-10-24-VF3244,18,4,788.0911514542586,1761320799.0,921.8867216576753,4390.0,1761327970.0,22.0,22.0,22.0,64.52,12.75,23.0,6.21,6.21,7000.0,7000.0,0.0,0.0,29.755,0.0,0.0,0.0,0.0,0.0,22.5,22.5,22.0,62.83,8.0,10.0,6.21,6.21,100000.0,100000.0,0.0,0.0,29.94,0.0,0.0,0.0,0.0,0.0,3180.0,1870.0
2025-10-26,VF3243,Hatay, Antakya,LTDA,HTY,SAW,LTFJ,İstanbul, Sabiha Gökçen,1761499200,1761505800,1761501254.0,1761506795.0,6600,AJet,TKJ,VF,#00ABC9,Boeing 737 MAX 8 (B38M),TC-LAK,2F,1,4,1,0,3546.39,0.0,15.0,0.0,25-10-26-VF3243,20,6,793.2285569140462,1761501254.0,931.3685244754785,5541.0,1761507346.0,23.0,23.0,23.0,51.64,7.0,7.0,6.21,6.21,100000.0,100000.0,0.0,0.0,29.94,0.0,0.0,0.0,0.0,0.0,18.666666666666668,18.666666666666668,18.0,58.39666666666667,5.0,6.0,6.21,6.21,100000.0,100000.0,0.0,0.0,29.8,0.0,0.0,0.0,0.0,0.0,2054.0,995.0
2025-11-28,TK2858,İstanbul, Istanbul Airport,LTFM,IST,MZH,LTAP,Amasya, Merzifon,1764342000,1764347100,1764343137.0,1764346046.0,5100,Turkish Airlines,THY,TK,#ff0000,Boeing 737-800 (B738),TC-JHP,3F,1,4,1,0,1600.0,2.0,0.0,0.0,25-11-28-TK2858,18,4,548.8545908585829,1764341493.0,626.0144313036661,2909.0,1764346046.0,16.333333333333332,16.333333333333332,16.0,75.56666666666668,8.666666666666666,9.0,6.21,6.21,40000.0,10000.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,7.0,75.67,0.0,0.0,6.21,6.21,100000.0,100000.0,0.0,0.0,30.12,0.0,0.0,0.0,0.0,0.0,1137.0,-1054.0
2025-11-30,TK2859,Amasya, Merzifon,LTAP,MZH,IST,LTFM,İstanbul, Istanbul Airport,1764522600,1764528000,1764522381.0,1764525937.0,5400,Turkish Airlines,THY,TK,#ff0000,Boeing 737-800 (B738),TC-JVD,6A,1,1,1,0,1600.0,0.0,9.0,0.0,25-11-30-TK2859,20,6,581.645364275556,1764522381.0,632.6403310172477,3556.0,1764526724.0,9.0,9.0,9.0,100.0,0.0,0.0,6.21,6.21,8000.0,8000.0,0.0,0.0,29.91,0.0,0.0,0.0,0.0,0.0,9.666666666666666,9.08,7.24,89.39666666666666,6.0,6.0,6.21,6.21,9000.0,9000.0,0.0,0.0,29.92,0.0,0.0,0.0,0.0,0.0,-219.0,-2063.0
2025-12-26,VF3242,İstanbul, Sabiha Gökçen,LTFJ,SAW,HTY,LTDA,Hatay, Antakya,1766761500,1766767500,1766764097.0,1766768551.0,6000,AJet,TKJ,VF,#00ABC9,Boeing 737-800 (B738),TC-JZV,3F,1,4,1,0,3400.0,2.0,0.0,1.0,25-12-26-VF3242,18,4,788.6060974764805,1766761029.0,920.2417840070777,4454.0,1766768551.0,6.0,4.17,3.3,70.27,4.75,7.0,6.21,6.21,77500.0,10000.0,0.0,0.0,30.12,0.0,0.0,0.0,0.0,0.0,12.0,12.0,12.0,87.56,1.0,1.0,3.73,3.73,3000.0,3000.0,0.0,0.0,29.91,0.0,0.0,0.0,0.0,0.0,2597.0,1051.0
2025-12-28,VF3243,Hatay, Antakya,LTDA,HTY,SAW,LTFJ,İstanbul, Sabiha Gökçen,1766942400,1766949000,1766945463.0,1766951603.0,6600,AJet,TKJ,VF,#00ABC9,Boeing 737-800 (B738),TC-JFZ,2A,1,4,1,0,3400.0,0.0,17.0,0.0,25-12-28-VF3243,20,6,786.9958370090789,1766945463.0,1017.524932257571,6140.0,1766951958.0,6.0,4.74,4.46,63.065,3.5,4.0,6.21,6.21,100000.0,100000.0,0.0,0.0,29.74,0.0,0.0,0.0,0.0,0.0,4.0,-0.12333333333333334,-0.67,69.86,10.666666666666666,13.0,6.21,6.21,67833.33333333333,3500.0,0.0,0.0,29.900000000000002,0.5,0.0,0.0,0.0,0.0,3063.0,2603.0
